6/10/2016,2:00 PM,classes and training,880 AiryScan w/ Aaron,,1
5/24/2016,5:49 PM,depart,,,0
5/25/2016,5:01 PM,depart,,,0
5/26/2016,5:00 PM,depart,,,0
5/27/2016,5:00 PM,depart,,,0
5/31/2016,7:20 PM,depart,,,0
6/1/2016,5:05 PM,depart,,,0
6/10/2016,5:55 PM,depart,,,0
6/13/2016,5:50 PM,depart,,,0
6/14/2016,5:41 PM,depart,,,0
6/15/2016,5:00 PM,depart,,,0
6/16/2016,5:15 PM,depart,,,0
6/17/2016,5:00 PM,depart,,,0
6/19/2016,8:05 PM,depart,,,0
6/20/2016,11:00 PM,depart,,,0
5/24/2016,8:35 AM,GENIE Fly Work,flip parents,,0.5
5/25/2016,9:10 AM,GENIE Fly Work,flip parents; flip stocks; clear vials for virgins,,0.5
5/25/2016,10:00 AM,GENIE Fly Work,update calendar,,0.25
5/25/2016,4:30 PM,GENIE Fly Work,virgins,,0.25
5/26/2016,10:20 AM,GENIE Fly Work,paper wedges; labels; virgins; parents; DoBs,,0.5
5/26/2016,4:11 PM,GENIE Fly Work,virgins; DoBs,,0.25
5/27/2016,9:02 AM,GENIE Fly Work,virgins;parents,,0.5
5/27/2016,4:30 PM,GENIE Fly Work,crosses,,0.5
5/31/2016,10:00 AM,GENIE Fly Work,parents,,0.25
5/31/2016,11:20 AM,GENIE Fly Work,clear DoBs,,0.25
5/31/2016,7:00 PM,GENIE Fly Work,dobs,,0.25
6/1/2016,9:30 AM,GENIE Fly Work,virgins; parents; dobs,,0.75
6/10/2016,5:15 PM,GENIE Fly Work,crosses,,0.5
6/13/2016,9:05 AM,GENIE Fly Work,flip parents,,0.25
6/14/2016,9:50 AM,GENIE Fly Work,flip parents,,0.25
6/15/2016,9:00 AM,GENIE Fly Work,flip parents,,0.5
6/16/2016,10:10 AM,GENIE Fly Work,flip parents,,0
6/20/2016,10:05 AM,GENIE Fly Work,flip parents; clear stocks,,0.5
6/1/2016,11:25 AM,GI Meetings,Yi slide maps,20160531_YS,0.25
5/24/2016,2:28 PM,GI Meetings,Yi; PTR-IHC smartsheet,,0.25
5/26/2016,11:15 AM,GI Meetings,documenting confocal times & issues,,0.25
5/27/2016,2:00 PM,GI Meetings,Reiser update; imaging naming for Yi,,0.75
5/31/2016,9:30 AM,GI Meetings,WS - LS; smartsheet,,0
5/31/2016,11:00 AM,GI Meetings,check DoBs,,0.25
6/10/2016,11:00 AM,GI Meetings,880 imaging for Kristina,,0.25
6/10/2016,1:00 PM,GI Meetings,confocal: SH; RS; YS,,1
6/14/2016,11:00 AM,GI Meetings,Workstation - LS,,0
6/15/2016,4:40 PM,GI Meetings,scheduling,,0.25
6/16/2016,10:55 AM,GI Meetings,SH; XZ; KK; YS,,1
6/17/2016,1:00 PM,GI Meetings,KK; SH; XZ,,1
6/17/2016,4:35 PM,GI Meetings,SH,,0.5
6/20/2016,9:45 AM,GI Meetings,XZ; KK; SH,,0.25
5/24/2016,2:00 PM,Group Meetings,GI; KC; Kelly,,0.5
5/27/2016,2:43 PM,Group Meetings,GI & Kari - Yi; Rai; Kristin; Stephen; Xiaoliang,,1.75
6/13/2016,1:00 PM,Group Meetings,team,,0.75
6/15/2016,3:23 PM,Group Meetings,PTR-IHC mtg ,,0.5
5/25/2016,1:40 PM,JC - PostProcess,sorting out various runs; tying up loose ends,20160506_100_JC,1.75
6/1/2016,10:37 AM,JS - PostProcess,copy to HD,20160421_100_JS,0.25
6/1/2016,11:16 AM,KK - Post Process,copy to PTR; Public; HD,20160527_100_KK,0.25
6/10/2016,5:50 PM,KK - Post Process,,20160602_100_KK,0
6/15/2016,8:00 AM,KK - PostProcess,HD; Confocal Tbls,20160602_100_KK,0.25
5/31/2016,2:00 PM,KK - Setup,prep,20160527_100_KK,0.25
5/31/2016,3:00 PM,KK - Setup,confocal,20160527_100_KK,3
6/17/2016,9:00 AM,KK - Setup,AiryScan imaging,20160527_100_KK,3
6/10/2016,11:15 AM,KK - Setup,map coords,20160602_100_KK,0.25
6/10/2016,3:00 PM,KK - Setup,confocal,20160602_100_KK,2.25
6/14/2016,10:45 AM,LS - PostProcess,tmog - ask Todd to redo D3,20150904_100_LS,0.25
6/14/2016,11:05 AM,LS - PostProcess,verify all images are on workstation,20150904_100_LS,0.25
5/24/2016,11:05 AM,LS - PostProcess,check tmog,20160904_100_LS,0.25
5/26/2016,11:05 AM,LS - PostProcess,check WS for images,20160904_100_LS,0.25
5/27/2016,10:23 AM,LS - PostProcess,tmog - chk workstation for images tmogged on 5/2/16,20160904_100_LS,0.25
5/27/2016,11:12 AM,LS - PostProcess,tmog - chk workstation for images tmogged on 5/2/16,20160904_100_LS,0.25
5/27/2016,10:40 AM,LS - PostProcess,tmog - chk workstation for images tmogged on 5/2/16,20160914_100_LS,0.5
5/27/2016,11:22 AM,LS - PostProcess,tmog - chk workstation for images tmogged on 5/2/16,20160914_100_LS,0.25
5/24/2016,12:15 PM,lunch,,,0
5/25/2016,12:05 PM,lunch,,,0
5/26/2016,11:30 AM,lunch,,,0
5/27/2016,11:34 AM,lunch,,,0
5/31/2016,11:30 AM,lunch,,,0
5/31/2016,6:00 PM,lunch,chiropractor,,0
6/1/2016,11:40 AM,lunch,,,0
6/10/2016,11:30 AM,lunch,,,0
6/13/2016,11:45 AM,lunch,,,0
6/14/2016,11:30 AM,lunch,,,0
6/14/2016,1:40 PM,lunch,,,0
6/15/2016,11:45 AM,lunch,,,0
6/16/2016,11:50 AM,lunch,,,0
6/17/2016,12:05 PM,lunch,,,0
5/27/2016,9:00 AM,Other Imaging,check drive space available: HD;dm11;tier2,,0
5/31/2016,2:20 PM,Other Imaging,modify slide map collection for generating names,,0.75
6/1/2016,12:50 PM,Other Imaging,update confocal tables,,1.75
6/1/2016,2:35 PM,Other Imaging,update PTR-IHC smartsheet,,0.25
6/1/2016,3:11 PM,Other Imaging,update PTR-IHC smartsheet,,0.5
6/15/2016,9:30 AM,Other Imaging,improve time estimation on slide map collections.xlsx,,0.25
6/15/2016,10:20 AM,Other Imaging,improve margins on slide map collections.xlsx,,0.5
6/15/2016,4:00 PM,Other Imaging,update confocal instructions,,0.5
6/19/2016,3:00 PM,Other Imaging,improve slide map collection,,0.5
5/25/2016,11:30 AM,PTR Chores,PTR-IHC Smartsheet,20160324_100_RS,0.25
5/25/2016,11:50 AM,PTR Chores,PTR-IHC Smartsheet,20160324_101_RS,0.25
5/25/2016,1:30 PM,PTR Chores,PTR-IHC Smartsheet,20160331_100_RS,0.25
